"ID","d","e","f"
"2006","d7993","e7993","f7993"
"2005","d7994","e7994","f7994"
"2004","d7995","e7995","f7995"
"2003","d7996","e7996","f7996"
"2002","d7997","e7997","f7997"
"2001","d7998","e7998","f7998"
"2000","d7999","e7999","f7999"
"1999","d8000","e8000","f8000"
"1998","d8001","e8001","f8001"
"1997","d8002","e8002","f8002"
"1996","d8003","e8003","f8003"
"1995","d8004","e8004","f8004"
"1994","d8005","e8005","f8005"
"1993","d8006","e8006","f8006"
"1992","d8007","e8007","f8007"
"1991","d8008","e8008","f8008"
"1990","d8009","e8009","f8009"
"1989","d8010","e8010","f8010"
"1988","d8011","e8011","f8011"
"1987","d8012","e8012","f8012"
"1986","d8013","e8013","f8013"
"1985","d8014","e8014","f8014"
"1984","d8015","e8015","f8015"
"1983","d8016","e8016","f8016"
"1982","d8017","e8017","f8017"
"1981","d8018","e8018","f8018"
"1980","d8019","e8019","f8019"
"1979","d8020","e8020","f8020"
"1978","d8021","e8021","f8021"
"1977","d8022","e8022","f8022"
"1976","d8023","e8023","f8023"
"1975","d8024","e8024","f8024"
"1974","d8025","e8025","f8025"
"1973","d8026","e8026","f8026"
"1972","d8027","e8027","f8027"
"1971","d8028","e8028","f8028"
"1970","d8029","e8029","f8029"
"1969","d8030","e8030","f8030"
"1968","d8031","e8031","f8031"
"1967","d8032","e8032","f8032"
"1966","d8033","e8033","f8033"
"1965","d8034","e8034","f8034"
"1964","d8035","e8035","f8035"
"1963","d8036","e8036","f8036"
"1962","d8037","e8037","f8037"
"1961","d8038","e8038","f8038"
"1960","d8039","e8039","f8039"
"1959","d8040","e8040","f8040"
"1958","d8041","e8041","f8041"
"1957","d8042","e8042","f8042"
"1956","d8043","e8043","f8043"
"1955","d8044","e8044","f8044"
"1954","d8045","e8045","f8045"
"1953","d8046","e8046","f8046"
"1952","d8047","e8047","f8047"
"1951","d8048","e8048","f8048"
"1950","d8049","e8049","f8049"
"1949","d8050","e8050","f8050"
"1948","d8051","e8051","f8051"
"1947","d8052","e8052","f8052"
"1946","d8053","e8053","f8053"
"1945","d8054","e8054","f8054"
"1944","d8055","e8055","f8055"
"1943","d8056","e8056","f8056"
"1942","d8057","e8057","f8057"
"1941","d8058","e8058","f8058"
"1940","d8059","e8059","f8059"
"1939","d8060","e8060","f8060"
"1938","d8061","e8061","f8061"
"1937","d8062","e8062","f8062"
"1936","d8063","e8063","f8063"
"1935","d8064","e8064","f8064"
"1934","d8065","e8065","f8065"
"1933","d8066","e8066","f8066"
"1932","d8067","e8067","f8067"
"1931","d8068","e8068","f8068"
"1930","d8069","e8069","f8069"
"1929","d8070","e8070","f8070"
"1928","d8071","e8071","f8071"
"1927","d8072","e8072","f8072"
"1926","d8073","e8073","f8073"
"1925","d8074","e8074","f8074"
"1924","d8075","e8075","f8075"
"1923","d8076","e8076","f8076"
"1922","d8077","e8077","f8077"
"1921","d8078","e8078","f8078"
"1920","d8079","e8079","f8079"
"1919","d8080","e8080","f8080"
"1918","d8081","e8081","f8081"
"1917","d8082","e8082","f8082"
"1916","d8083","e8083","f8083"
"1915","d8084","e8084","f8084"
"1914","d8085","e8085","f8085"
"1913","d8086","e8086","f8086"
"1912","d8087","e8087","f8087"
"1911","d8088","e8088","f8088"
"1910","d8089","e8089","f8089"
"1909","d8090","e8090","f8090"
"1908","d8091","e8091","f8091"
"1907","d8092","e8092","f8092"
"1906","d8093","e8093","f8093"
"1905","d8094","e8094","f8094"
"1904","d8095","e8095","f8095"
"1903","d8096","e8096","f8096"
"1902","d8097","e8097","f8097"
"1901","d8098","e8098","f8098"
"1900","d8099","e8099","f8099"
"1899","d8100","e8100","f8100"
"1898","d8101","e8101","f8101"
"1897","d8102","e8102","f8102"
"1896","d8103","e8103","f8103"
"1895","d8104","e8104","f8104"
"1894","d8105","e8105","f8105"
"1893","d8106","e8106","f8106"
"1892","d8107","e8107","f8107"
"1891","d8108","e8108","f8108"
"1890","d8109","e8109","f8109"
"1889","d8110","e8110","f8110"
"1888","d8111","e8111","f8111"
"1887","d8112","e8112","f8112"
"1886","d8113","e8113","f8113"
"1885","d8114","e8114","f8114"
"1884","d8115","e8115","f8115"
"1883","d8116","e8116","f8116"
"1882","d8117","e8117","f8117"
"1881","d8118","e8118","f8118"
"1880","d8119","e8119","f8119"
"1879","d8120","e8120","f8120"
"1878","d8121","e8121","f8121"
"1877","d8122","e8122","f8122"
"1876","d8123","e8123","f8123"
"1875","d8124","e8124","f8124"
"1874","d8125","e8125","f8125"
"1873","d8126","e8126","f8126"
"1872","d8127","e8127","f8127"
"1871","d8128","e8128","f8128"
"1870","d8129","e8129","f8129"
"1869","d8130","e8130","f8130"
"1868","d8131","e8131","f8131"
"1867","d8132","e8132","f8132"
"1866","d8133","e8133","f8133"
"1865","d8134","e8134","f8134"
"1864","d8135","e8135","f8135"
"1863","d8136","e8136","f8136"
"1862","d8137","e8137","f8137"
"1861","d8138","e8138","f8138"
"1860","d8139","e8139","f8139"
"1859","d8140","e8140","f8140"
"1858","d8141","e8141","f8141"
"1857","d8142","e8142","f8142"
"1856","d8143","e8143","f8143"
"1855","d8144","e8144","f8144"
"1854","d8145","e8145","f8145"
"1853","d8146","e8146","f8146"
"1852","d8147","e8147","f8147"
"1851","d8148","e8148","f8148"
"1850","d8149","e8149","f8149"
"1849","d8150","e8150","f8150"
"1848","d8151","e8151","f8151"
"1847","d8152","e8152","f8152"
"1846","d8153","e8153","f8153"
"1845","d8154","e8154","f8154"
"1844","d8155","e8155","f8155"
"1843","d8156","e8156","f8156"
"1842","d8157","e8157","f8157"
"1841","d8158","e8158","f8158"
"1840","d8159","e8159","f8159"
"1839","d8160","e8160","f8160"
"1838","d8161","e8161","f8161"
"1837","d8162","e8162","f8162"
"1836","d8163","e8163","f8163"
"1835","d8164","e8164","f8164"
"1834","d8165","e8165","f8165"
"1833","d8166","e8166","f8166"
"1832","d8167","e8167","f8167"
"1831","d8168","e8168","f8168"
"1830","d8169","e8169","f8169"
"1829","d8170","e8170","f8170"
"1828","d8171","e8171","f8171"
"1827","d8172","e8172","f8172"
"1826","d8173","e8173","f8173"
"1825","d8174","e8174","f8174"
"1824","d8175","e8175","f8175"
"1823","d8176","e8176","f8176"
"1822","d8177","e8177","f8177"
"1821","d8178","e8178","f8178"
"1820","d8179","e8179","f8179"
"1819","d8180","e8180","f8180"
"1818","d8181","e8181","f8181"
"1817","d8182","e8182","f8182"
"1816","d8183","e8183","f8183"
"1815","d8184","e8184","f8184"
"1814","d8185","e8185","f8185"
"1813","d8186","e8186","f8186"
"1812","d8187","e8187","f8187"
"1811","d8188","e8188","f8188"
"1810","d8189","e8189","f8189"
"1809","d8190","e8190","f8190"
"1808","d8191","e8191","f8191"
"1807","d8192","e8192","f8192"
"1806","d8193","e8193","f8193"
"1805","d8194","e8194","f8194"
"1804","d8195","e8195","f8195"
"1803","d8196","e8196","f8196"
"1802","d8197","e8197","f8197"
"1801","d8198","e8198","f8198"
"1800","d8199","e8199","f8199"
"1799","d8200","e8200","f8200"
"1798","d8201","e8201","f8201"
"1797","d8202","e8202","f8202"
"1796","d8203","e8203","f8203"
"1795","d8204","e8204","f8204"
"1794","d8205","e8205","f8205"
"1793","d8206","e8206","f8206"
"1792","d8207","e8207","f8207"
"1791","d8208","e8208","f8208"
"1790","d8209","e8209","f8209"
"1789","d8210","e8210","f8210"
"1788","d8211","e8211","f8211"
"1787","d8212","e8212","f8212"
"1786","d8213","e8213","f8213"
"1785","d8214","e8214","f8214"
"1784","d8215","e8215","f8215"
"1783","d8216","e8216","f8216"
"1782","d8217","e8217","f8217"
"1781","d8218","e8218","f8218"
"1780","d8219","e8219","f8219"
"1779","d8220","e8220","f8220"
"1778","d8221","e8221","f8221"
"1777","d8222","e8222","f8222"
"1776","d8223","e8223","f8223"
"1775","d8224","e8224","f8224"
"1774","d8225","e8225","f8225"
"1773","d8226","e8226","f8226"
"1772","d8227","e8227","f8227"
"1771","d8228","e8228","f8228"
"1770","d8229","e8229","f8229"
"1769","d8230","e8230","f8230"
"1768","d8231","e8231","f8231"
"1767","d8232","e8232","f8232"
"1766","d8233","e8233","f8233"
"1765","d8234","e8234","f8234"
"1764","d8235","e8235","f8235"
"1763","d8236","e8236","f8236"
"1762","d8237","e8237","f8237"
"1761","d8238","e8238","f8238"
"1760","d8239","e8239","f8239"
"1759","d8240","e8240","f8240"
"1758","d8241","e8241","f8241"
"1757","d8242","e8242","f8242"
"1756","d8243","e8243","f8243"
"1755","d8244","e8244","f8244"
"1754","d8245","e8245","f8245"
"1753","d8246","e8246","f8246"
"1752","d8247","e8247","f8247"
"1751","d8248","e8248","f8248"
"1750","d8249","e8249","f8249"
"1749","d8250","e8250","f8250"
"1748","d8251","e8251","f8251"
"1747","d8252","e8252","f8252"
"1746","d8253","e8253","f8253"
"1745","d8254","e8254","f8254"
"1744","d8255","e8255","f8255"
"1743","d8256","e8256","f8256"
"1742","d8257","e8257","f8257"
"1741","d8258","e8258","f8258"
"1740","d8259","e8259","f8259"
"1739","d8260","e8260","f8260"
"1738","d8261","e8261","f8261"
"1737","d8262","e8262","f8262"
"1736","d8263","e8263","f8263"
"1735","d8264","e8264","f8264"
"1734","d8265","e8265","f8265"
"1733","d8266","e8266","f8266"
"1732","d8267","e8267","f8267"
"1731","d8268","e8268","f8268"
"1730","d8269","e8269","f8269"
"1729","d8270","e8270","f8270"
"1728","d8271","e8271","f8271"
"1727","d8272","e8272","f8272"
"1726","d8273","e8273","f8273"
"1725","d8274","e8274","f8274"
"1724","d8275","e8275","f8275"
"1723","d8276","e8276","f8276"
"1722","d8277","e8277","f8277"
"1721","d8278","e8278","f8278"
"1720","d8279","e8279","f8279"
"1719","d8280","e8280","f8280"
"1718","d8281","e8281","f8281"
"1717","d8282","e8282","f8282"
"1716","d8283","e8283","f8283"
"1715","d8284","e8284","f8284"
"1714","d8285","e8285","f8285"
"1713","d8286","e8286","f8286"
"1712","d8287","e8287","f8287"
"1711","d8288","e8288","f8288"
"1710","d8289","e8289","f8289"
"1709","d8290","e8290","f8290"
"1708","d8291","e8291","f8291"
"1707","d8292","e8292","f8292"
"1706","d8293","e8293","f8293"
"1705","d8294","e8294","f8294"
"1704","d8295","e8295","f8295"
"1703","d8296","e8296","f8296"
"1702","d8297","e8297","f8297"
"1701","d8298","e8298","f8298"
"1700","d8299","e8299","f8299"
"1699","d8300","e8300","f8300"
"1698","d8301","e8301","f8301"
"1697","d8302","e8302","f8302"
"1696","d8303","e8303","f8303"
"1695","d8304","e8304","f8304"
"1694","d8305","e8305","f8305"
"1693","d8306","e8306","f8306"
"1692","d8307","e8307","f8307"
"1691","d8308","e8308","f8308"
"1690","d8309","e8309","f8309"
"1689","d8310","e8310","f8310"
"1688","d8311","e8311","f8311"
"1687","d8312","e8312","f8312"
"1686","d8313","e8313","f8313"
"1685","d8314","e8314","f8314"
"1684","d8315","e8315","f8315"
"1683","d8316","e8316","f8316"
"1682","d8317","e8317","f8317"
"1681","d8318","e8318","f8318"
"1680","d8319","e8319","f8319"
"1679","d8320","e8320","f8320"
"1678","d8321","e8321","f8321"
"1677","d8322","e8322","f8322"
"1676","d8323","e8323","f8323"
"1675","d8324","e8324","f8324"
"1674","d8325","e8325","f8325"
"1673","d8326","e8326","f8326"
"1672","d8327","e8327","f8327"
"1671","d8328","e8328","f8328"
"1670","d8329","e8329","f8329"
"1669","d8330","e8330","f8330"
"1668","d8331","e8331","f8331"
"1667","d8332","e8332","f8332"
"1666","d8333","e8333","f8333"
"1665","d8334","e8334","f8334"
"1664","d8335","e8335","f8335"
"1663","d8336","e8336","f8336"
"1662","d8337","e8337","f8337"
"1661","d8338","e8338","f8338"
"1660","d8339","e8339","f8339"
"1659","d8340","e8340","f8340"
"1658","d8341","e8341","f8341"
"1657","d8342","e8342","f8342"
"1656","d8343","e8343","f8343"
"1655","d8344","e8344","f8344"
"1654","d8345","e8345","f8345"
"1653","d8346","e8346","f8346"
"1652","d8347","e8347","f8347"
"1651","d8348","e8348","f8348"
"1650","d8349","e8349","f8349"
"1649","d8350","e8350","f8350"
"1648","d8351","e8351","f8351"
"1647","d8352","e8352","f8352"
"1646","d8353","e8353","f8353"
"1645","d8354","e8354","f8354"
"1644","d8355","e8355","f8355"
"1643","d8356","e8356","f8356"
"1642","d8357","e8357","f8357"
"1641","d8358","e8358","f8358"
"1640","d8359","e8359","f8359"
"1639","d8360","e8360","f8360"
"1638","d8361","e8361","f8361"
"1637","d8362","e8362","f8362"
"1636","d8363","e8363","f8363"
"1635","d8364","e8364","f8364"
"1634","d8365","e8365","f8365"
"1633","d8366","e8366","f8366"
"1632","d8367","e8367","f8367"
"1631","d8368","e8368","f8368"
"1630","d8369","e8369","f8369"
"1629","d8370","e8370","f8370"
"1628","d8371","e8371","f8371"
"1627","d8372","e8372","f8372"
"1626","d8373","e8373","f8373"
"1625","d8374","e8374","f8374"
"1624","d8375","e8375","f8375"
"1623","d8376","e8376","f8376"
"1622","d8377","e8377","f8377"
"1621","d8378","e8378","f8378"
"1620","d8379","e8379","f8379"
"1619","d8380","e8380","f8380"
"1618","d8381","e8381","f8381"
"1617","d8382","e8382","f8382"
"1616","d8383","e8383","f8383"
"1615","d8384","e8384","f8384"
"1614","d8385","e8385","f8385"
"1613","d8386","e8386","f8386"
"1612","d8387","e8387","f8387"
"1611","d8388","e8388","f8388"
"1610","d8389","e8389","f8389"
"1609","d8390","e8390","f8390"
"1608","d8391","e8391","f8391"
"1607","d8392","e8392","f8392"
"1606","d8393","e8393","f8393"
"1605","d8394","e8394","f8394"
"1604","d8395","e8395","f8395"
"1603","d8396","e8396","f8396"
"1602","d8397","e8397","f8397"
"1601","d8398","e8398","f8398"
"1600","d8399","e8399","f8399"
"1599","d8400","e8400","f8400"
"1598","d8401","e8401","f8401"
"1597","d8402","e8402","f8402"
"1596","d8403","e8403","f8403"
"1595","d8404","e8404","f8404"
"1594","d8405","e8405","f8405"
"1593","d8406","e8406","f8406"
"1592","d8407","e8407","f8407"
"1591","d8408","e8408","f8408"
"1590","d8409","e8409","f8409"
"1589","d8410","e8410","f8410"
"1588","d8411","e8411","f8411"
"1587","d8412","e8412","f8412"
"1586","d8413","e8413","f8413"
"1585","d8414","e8414","f8414"
"1584","d8415","e8415","f8415"
"1583","d8416","e8416","f8416"
"1582","d8417","e8417","f8417"
"1581","d8418","e8418","f8418"
"1580","d8419","e8419","f8419"
"1579","d8420","e8420","f8420"
"1578","d8421","e8421","f8421"
"1577","d8422","e8422","f8422"
"1576","d8423","e8423","f8423"
"1575","d8424","e8424","f8424"
"1574","d8425","e8425","f8425"
"1573","d8426","e8426","f8426"
"1572","d8427","e8427","f8427"
"1571","d8428","e8428","f8428"
"1570","d8429","e8429","f8429"
"1569","d8430","e8430","f8430"
"1568","d8431","e8431","f8431"
"1567","d8432","e8432","f8432"
"1566","d8433","e8433","f8433"
"1565","d8434","e8434","f8434"
"1564","d8435","e8435","f8435"
"1563","d8436","e8436","f8436"
"1562","d8437","e8437","f8437"
"1561","d8438","e8438","f8438"
"1560","d8439","e8439","f8439"
"1559","d8440","e8440","f8440"
"1558","d8441","e8441","f8441"
"1557","d8442","e8442","f8442"
"1556","d8443","e8443","f8443"
"1555","d8444","e8444","f8444"
"1554","d8445","e8445","f8445"
"1553","d8446","e8446","f8446"
"1552","d8447","e8447","f8447"
"1551","d8448","e8448","f8448"
"1550","d8449","e8449","f8449"
"1549","d8450","e8450","f8450"
"1548","d8451","e8451","f8451"
"1547","d8452","e8452","f8452"
"1546","d8453","e8453","f8453"
"1545","d8454","e8454","f8454"
"1544","d8455","e8455","f8455"
"1543","d8456","e8456","f8456"
"1542","d8457","e8457","f8457"
"1541","d8458","e8458","f8458"
"1540","d8459","e8459","f8459"
"1539","d8460","e8460","f8460"
"1538","d8461","e8461","f8461"
"1537","d8462","e8462","f8462"
"1536","d8463","e8463","f8463"
"1535","d8464","e8464","f8464"
"1534","d8465","e8465","f8465"
"1533","d8466","e8466","f8466"
"1532","d8467","e8467","f8467"
"1531","d8468","e8468","f8468"
"1530","d8469","e8469","f8469"
"1529","d8470","e8470","f8470"
"1528","d8471","e8471","f8471"
"1527","d8472","e8472","f8472"
"1526","d8473","e8473","f8473"
"1525","d8474","e8474","f8474"
"1524","d8475","e8475","f8475"
"1523","d8476","e8476","f8476"
"1522","d8477","e8477","f8477"
"1521","d8478","e8478","f8478"
"1520","d8479","e8479","f8479"
"1519","d8480","e8480","f8480"
"1518","d8481","e8481","f8481"
"1517","d8482","e8482","f8482"
"1516","d8483","e8483","f8483"
"1515","d8484","e8484","f8484"
"1514","d8485","e8485","f8485"
"1513","d8486","e8486","f8486"
"1512","d8487","e8487","f8487"
"1511","d8488","e8488","f8488"
"1510","d8489","e8489","f8489"
"1509","d8490","e8490","f8490"
"1508","d8491","e8491","f8491"
"1507","d8492","e8492","f8492"
"1506","d8493","e8493","f8493"
"1505","d8494","e8494","f8494"
"1504","d8495","e8495","f8495"
"1503","d8496","e8496","f8496"
"1502","d8497","e8497","f8497"
"1501","d8498","e8498","f8498"
"1500","d8499","e8499","f8499"
"1499","d8500","e8500","f8500"
"1498","d8501","e8501","f8501"
"1497","d8502","e8502","f8502"
"1496","d8503","e8503","f8503"
"1495","d8504","e8504","f8504"
"1494","d8505","e8505","f8505"
"1493","d8506","e8506","f8506"
"1492","d8507","e8507","f8507"
"1491","d8508","e8508","f8508"
"1490","d8509","e8509","f8509"
"1489","d8510","e8510","f8510"
"1488","d8511","e8511","f8511"
"1487","d8512","e8512","f8512"
"1486","d8513","e8513","f8513"
"1485","d8514","e8514","f8514"
"1484","d8515","e8515","f8515"
"1483","d8516","e8516","f8516"
"1482","d8517","e8517","f8517"
"1481","d8518","e8518","f8518"
"1480","d8519","e8519","f8519"
"1479","d8520","e8520","f8520"
"1478","d8521","e8521","f8521"
"1477","d8522","e8522","f8522"
"1476","d8523","e8523","f8523"
"1475","d8524","e8524","f8524"
"1474","d8525","e8525","f8525"
"1473","d8526","e8526","f8526"
"1472","d8527","e8527","f8527"
"1471","d8528","e8528","f8528"
"1470","d8529","e8529","f8529"
"1469","d8530","e8530","f8530"
"1468","d8531","e8531","f8531"
"1467","d8532","e8532","f8532"
"1466","d8533","e8533","f8533"
"1465","d8534","e8534","f8534"
"1464","d8535","e8535","f8535"
"1463","d8536","e8536","f8536"
"1462","d8537","e8537","f8537"
"1461","d8538","e8538","f8538"
"1460","d8539","e8539","f8539"
"1459","d8540","e8540","f8540"
"1458","d8541","e8541","f8541"
"1457","d8542","e8542","f8542"
"1456","d8543","e8543","f8543"
"1455","d8544","e8544","f8544"
"1454","d8545","e8545","f8545"
"1453","d8546","e8546","f8546"
"1452","d8547","e8547","f8547"
"1451","d8548","e8548","f8548"
"1450","d8549","e8549","f8549"
"1449","d8550","e8550","f8550"
"1448","d8551","e8551","f8551"
"1447","d8552","e8552","f8552"
"1446","d8553","e8553","f8553"
"1445","d8554","e8554","f8554"
"1444","d8555","e8555","f8555"
"1443","d8556","e8556","f8556"
"1442","d8557","e8557","f8557"
"1441","d8558","e8558","f8558"
"1440","d8559","e8559","f8559"
"1439","d8560","e8560","f8560"
"1438","d8561","e8561","f8561"
"1437","d8562","e8562","f8562"
"1436","d8563","e8563","f8563"
"1435","d8564","e8564","f8564"
"1434","d8565","e8565","f8565"
"1433","d8566","e8566","f8566"
"1432","d8567","e8567","f8567"
"1431","d8568","e8568","f8568"
"1430","d8569","e8569","f8569"
"1429","d8570","e8570","f8570"
"1428","d8571","e8571","f8571"
"1427","d8572","e8572","f8572"
"1426","d8573","e8573","f8573"
"1425","d8574","e8574","f8574"
"1424","d8575","e8575","f8575"
"1423","d8576","e8576","f8576"
"1422","d8577","e8577","f8577"
"1421","d8578","e8578","f8578"
"1420","d8579","e8579","f8579"
"1419","d8580","e8580","f8580"
"1418","d8581","e8581","f8581"
"1417","d8582","e8582","f8582"
"1416","d8583","e8583","f8583"
"1415","d8584","e8584","f8584"
"1414","d8585","e8585","f8585"
"1413","d8586","e8586","f8586"
"1412","d8587","e8587","f8587"
"1411","d8588","e8588","f8588"
"1410","d8589","e8589","f8589"
"1409","d8590","e8590","f8590"
"1408","d8591","e8591","f8591"
"1407","d8592","e8592","f8592"
"1406","d8593","e8593","f8593"
"1405","d8594","e8594","f8594"
"1404","d8595","e8595","f8595"
"1403","d8596","e8596","f8596"
"1402","d8597","e8597","f8597"
"1401","d8598","e8598","f8598"
"1400","d8599","e8599","f8599"
"1399","d8600","e8600","f8600"
"1398","d8601","e8601","f8601"
"1397","d8602","e8602","f8602"
"1396","d8603","e8603","f8603"
"1395","d8604","e8604","f8604"
"1394","d8605","e8605","f8605"
"1393","d8606","e8606","f8606"
"1392","d8607","e8607","f8607"
"1391","d8608","e8608","f8608"
"1390","d8609","e8609","f8609"
"1389","d8610","e8610","f8610"
"1388","d8611","e8611","f8611"
"1387","d8612","e8612","f8612"
"1386","d8613","e8613","f8613"
"1385","d8614","e8614","f8614"
"1384","d8615","e8615","f8615"
"1383","d8616","e8616","f8616"
"1382","d8617","e8617","f8617"
"1381","d8618","e8618","f8618"
"1380","d8619","e8619","f8619"
"1379","d8620","e8620","f8620"
"1378","d8621","e8621","f8621"
"1377","d8622","e8622","f8622"
"1376","d8623","e8623","f8623"
"1375","d8624","e8624","f8624"
"1374","d8625","e8625","f8625"
"1373","d8626","e8626","f8626"
"1372","d8627","e8627","f8627"
"1371","d8628","e8628","f8628"
"1370","d8629","e8629","f8629"
"1369","d8630","e8630","f8630"
"1368","d8631","e8631","f8631"
"1367","d8632","e8632","f8632"
"1366","d8633","e8633","f8633"
"1365","d8634","e8634","f8634"
"1364","d8635","e8635","f8635"
"1363","d8636","e8636","f8636"
"1362","d8637","e8637","f8637"
"1361","d8638","e8638","f8638"
"1360","d8639","e8639","f8639"
"1359","d8640","e8640","f8640"
"1358","d8641","e8641","f8641"
"1357","d8642","e8642","f8642"
"1356","d8643","e8643","f8643"
"1355","d8644","e8644","f8644"
"1354","d8645","e8645","f8645"
"1353","d8646","e8646","f8646"
"1352","d8647","e8647","f8647"
"1351","d8648","e8648","f8648"
"1350","d8649","e8649","f8649"
"1349","d8650","e8650","f8650"
"1348","d8651","e8651","f8651"
"1347","d8652","e8652","f8652"
"1346","d8653","e8653","f8653"
"1345","d8654","e8654","f8654"
"1344","d8655","e8655","f8655"
"1343","d8656","e8656","f8656"
"1342","d8657","e8657","f8657"
"1341","d8658","e8658","f8658"
"1340","d8659","e8659","f8659"
"1339","d8660","e8660","f8660"
"1338","d8661","e8661","f8661"
"1337","d8662","e8662","f8662"
"1336","d8663","e8663","f8663"
"1335","d8664","e8664","f8664"
"1334","d8665","e8665","f8665"
"1333","d8666","e8666","f8666"
"1332","d8667","e8667","f8667"
"1331","d8668","e8668","f8668"
"1330","d8669","e8669","f8669"
"1329","d8670","e8670","f8670"
"1328","d8671","e8671","f8671"
"1327","d8672","e8672","f8672"
"1326","d8673","e8673","f8673"
"1325","d8674","e8674","f8674"
"1324","d8675","e8675","f8675"
"1323","d8676","e8676","f8676"
"1322","d8677","e8677","f8677"
"1321","d8678","e8678","f8678"
"1320","d8679","e8679","f8679"
"1319","d8680","e8680","f8680"
"1318","d8681","e8681","f8681"
"1317","d8682","e8682","f8682"
"1316","d8683","e8683","f8683"
"1315","d8684","e8684","f8684"
"1314","d8685","e8685","f8685"
"1313","d8686","e8686","f8686"
"1312","d8687","e8687","f8687"
"1311","d8688","e8688","f8688"
"1310","d8689","e8689","f8689"
"1309","d8690","e8690","f8690"
"1308","d8691","e8691","f8691"
"1307","d8692","e8692","f8692"
"1306","d8693","e8693","f8693"
"1305","d8694","e8694","f8694"
"1304","d8695","e8695","f8695"
"1303","d8696","e8696","f8696"
"1302","d8697","e8697","f8697"
"1301","d8698","e8698","f8698"
"1300","d8699","e8699","f8699"
"1299","d8700","e8700","f8700"
"1298","d8701","e8701","f8701"
"1297","d8702","e8702","f8702"
"1296","d8703","e8703","f8703"
"1295","d8704","e8704","f8704"
"1294","d8705","e8705","f8705"
"1293","d8706","e8706","f8706"
"1292","d8707","e8707","f8707"
"1291","d8708","e8708","f8708"
"1290","d8709","e8709","f8709"
"1289","d8710","e8710","f8710"
"1288","d8711","e8711","f8711"
"1287","d8712","e8712","f8712"
"1286","d8713","e8713","f8713"
"1285","d8714","e8714","f8714"
"1284","d8715","e8715","f8715"
"1283","d8716","e8716","f8716"
"1282","d8717","e8717","f8717"
"1281","d8718","e8718","f8718"
"1280","d8719","e8719","f8719"
"1279","d8720","e8720","f8720"
"1278","d8721","e8721","f8721"
"1277","d8722","e8722","f8722"
"1276","d8723","e8723","f8723"
"1275","d8724","e8724","f8724"
"1274","d8725","e8725","f8725"
"1273","d8726","e8726","f8726"
"1272","d8727","e8727","f8727"
"1271","d8728","e8728","f8728"
"1270","d8729","e8729","f8729"
"1269","d8730","e8730","f8730"
"1268","d8731","e8731","f8731"
"1267","d8732","e8732","f8732"
"1266","d8733","e8733","f8733"
"1265","d8734","e8734","f8734"
"1264","d8735","e8735","f8735"
"1263","d8736","e8736","f8736"
"1262","d8737","e8737","f8737"
"1261","d8738","e8738","f8738"
"1260","d8739","e8739","f8739"
"1259","d8740","e8740","f8740"
"1258","d8741","e8741","f8741"
"1257","d8742","e8742","f8742"
"1256","d8743","e8743","f8743"
"1255","d8744","e8744","f8744"
"1254","d8745","e8745","f8745"
"1253","d8746","e8746","f8746"
"1252","d8747","e8747","f8747"
"1251","d8748","e8748","f8748"
"1250","d8749","e8749","f8749"
"1249","d8750","e8750","f8750"
"1248","d8751","e8751","f8751"
"1247","d8752","e8752","f8752"
"1246","d8753","e8753","f8753"
"1245","d8754","e8754","f8754"
"1244","d8755","e8755","f8755"
"1243","d8756","e8756","f8756"
"1242","d8757","e8757","f8757"
"1241","d8758","e8758","f8758"
"1240","d8759","e8759","f8759"
"1239","d8760","e8760","f8760"
"1238","d8761","e8761","f8761"
"1237","d8762","e8762","f8762"
"1236","d8763","e8763","f8763"
"1235","d8764","e8764","f8764"
"1234","d8765","e8765","f8765"
"1233","d8766","e8766","f8766"
"1232","d8767","e8767","f8767"
"1231","d8768","e8768","f8768"
"1230","d8769","e8769","f8769"
"1229","d8770","e8770","f8770"
"1228","d8771","e8771","f8771"
"1227","d8772","e8772","f8772"
"1226","d8773","e8773","f8773"
"1225","d8774","e8774","f8774"
"1224","d8775","e8775","f8775"
"1223","d8776","e8776","f8776"
"1222","d8777","e8777","f8777"
"1221","d8778","e8778","f8778"
"1220","d8779","e8779","f8779"
"1219","d8780","e8780","f8780"
"1218","d8781","e8781","f8781"
"1217","d8782","e8782","f8782"
"1216","d8783","e8783","f8783"
"1215","d8784","e8784","f8784"
"1214","d8785","e8785","f8785"
"1213","d8786","e8786","f8786"
"1212","d8787","e8787","f8787"
"1211","d8788","e8788","f8788"
"1210","d8789","e8789","f8789"
"1209","d8790","e8790","f8790"
"1208","d8791","e8791","f8791"
"1207","d8792","e8792","f8792"
"1206","d8793","e8793","f8793"
"1205","d8794","e8794","f8794"
"1204","d8795","e8795","f8795"
"1203","d8796","e8796","f8796"
"1202","d8797","e8797","f8797"
"1201","d8798","e8798","f8798"
"1200","d8799","e8799","f8799"
"1199","d8800","e8800","f8800"
"1198","d8801","e8801","f8801"
"1197","d8802","e8802","f8802"
"1196","d8803","e8803","f8803"
"1195","d8804","e8804","f8804"
"1194","d8805","e8805","f8805"
"1193","d8806","e8806","f8806"
"1192","d8807","e8807","f8807"
"1191","d8808","e8808","f8808"
"1190","d8809","e8809","f8809"
"1189","d8810","e8810","f8810"
"1188","d8811","e8811","f8811"
"1187","d8812","e8812","f8812"
"1186","d8813","e8813","f8813"
"1185","d8814","e8814","f8814"
